date,homeTeamWinner,awayTeamWinner,homeTeamScore,awayTeamScore,leagueName,description,teamOrder,possessionPct,foulsCommitted,offsides,totalShots,shotsOnTarget,shotPct,penaltyKickGoals,penaltyKickShots,passPct,accurateCrosses,totalCrosses,crossPct,totalLongBalls,accurateLongBalls,longballPct,blockedShots,effectiveTackles,totalTackles,tacklePct,interceptions,effectiveClearance,country,teamRank,wins,ties,losses,points,gf,ga,gd,season,day_type
2024-11-02 23:30:00,True,False,3,2,USL Championship,Full Time,Home,,,,,,,,,,,,,,,,,,,,,,USA,,,,,,,,,Fall,Weekend
2024-11-02 23:30:00,True,False,3,2,USL Championship,Full Time,Away,,,,,,,,,,,,,,,,,,,,,,USA,,,,,,,,,Fall,Weekend
2024-11-03 18:00:00,False,True,2,3,USL Championship,Full Time,Home,,,,,,,,,,,,,,,,,,,,,,USA,,,,,,,,,Fall,Weekend
2024-11-03 18:00:00,False,True,2,3,USL Championship,Full Time,Away,,,,,,,,,,,,,,,,,,,,,,USA,,,,,,,,,Fall,Weekend
2024-03-09 21:00:00,True,False,2,1,USL Championship,Full Time,Home,42.6,14.0,2.0,15.0,6.0,0.4,0.0,0.0,0.7,1.0,12.0,0.1,69.0,21.0,0.3,3.0,14.0,19.0,0.7,19.0,28.0,USA,3.0,14.0,9.0,11.0,51.0,52.0,41.0,11.0,Spring,Weekend
2024-03-09 21:00:00,True,False,2,1,USL Championship,Full Time,Away,57.4,13.0,2.0,9.0,4.0,0.4,0.0,0.0,0.8,0.0,14.0,0.0,82.0,36.0,0.4,2.0,9.0,14.0,0.6,15.0,20.0,USA,4.0,13.0,11.0,10.0,50.0,49.0,46.0,3.0,Spring,Weekend
2024-03-09 21:00:00,True,False,1,0,USL Championship,Full Time,Home,66.3,18.0,4.0,5.0,5.0,1.0,0.0,0.0,0.9,2.0,11.0,0.2,88.0,44.0,0.5,0.0,6.0,7.0,0.9,8.0,19.0,USA,1.0,18.0,5.0,11.0,59.0,46.0,44.0,2.0,Spring,Weekend
2024-03-09 21:00:00,True,False,1,0,USL Championship,Full Time,Away,33.7,19.0,2.0,5.0,2.0,0.4,0.0,0.0,0.7,6.0,24.0,0.3,61.0,20.0,0.3,0.0,7.0,10.0,0.7,4.0,9.0,USA,7.0,12.0,12.0,10.0,48.0,41.0,28.0,13.0,Spring,Weekend
2024-03-10 00:00:00,False,False,0,0,USL Championship,Full Time,Home,33.4,17.0,1.0,7.0,0.0,0.0,0.0,0.0,0.7,4.0,18.0,0.2,54.0,23.0,0.4,3.0,9.0,14.0,0.6,9.0,24.0,USA,8.0,13.0,9.0,12.0,48.0,54.0,43.0,11.0,Spring,Weekend
2024-03-10 00:00:00,False,False,0,0,USL Championship,Full Time,Away,66.6,8.0,4.0,9.0,1.0,0.1,0.0,0.0,0.9,4.0,14.0,0.3,66.0,31.0,0.5,4.0,7.0,8.0,0.9,7.0,22.0,USA,2.0,18.0,10.0,6.0,64.0,68.0,35.0,33.0,Spring,Weekend
2024-03-10 00:00:00,True,False,2,0,USL Championship,Full Time,Home,38.5,8.0,2.0,10.0,3.0,0.3,1.0,1.0,0.7,3.0,8.0,0.4,61.0,27.0,0.4,2.0,11.0,20.0,0.6,6.0,39.0,USA,12.0,3.0,2.0,29.0,11.0,26.0,89.0,-63.0,Spring,Weekend
2024-03-10 00:00:00,True,False,2,0,USL Championship,Full Time,Away,61.5,13.0,1.0,21.0,2.0,0.1,0.0,0.0,0.8,8.0,32.0,0.3,45.0,29.0,0.6,8.0,7.0,11.0,0.6,11.0,5.0,USA,2.0,15.0,7.0,12.0,52.0,48.0,40.0,8.0,Spring,Weekend
2024-03-10 01:30:00,False,False,2,2,USL Championship,Full Time,Home,71.0,18.0,1.0,8.0,3.0,0.4,0.0,0.0,0.8,4.0,26.0,0.2,56.0,24.0,0.4,2.0,7.0,7.0,1.0,8.0,14.0,USA,9.0,10.0,9.0,15.0,39.0,36.0,49.0,-13.0,Spring,Weekend
2024-03-10 01:30:00,False,False,2,2,USL Championship,Full Time,Away,29.0,7.0,0.0,10.0,5.0,0.5,0.0,0.0,0.6,3.0,11.0,0.3,62.0,20.0,0.3,0.0,6.0,11.0,0.5,18.0,23.0,USA,11.0,11.0,9.0,14.0,42.0,44.0,39.0,5.0,Spring,Weekend
2024-03-10 02:00:00,False,True,0,1,USL Championship,Full Time,Home,64.0,16.0,2.0,15.0,3.0,0.2,0.0,0.0,0.8,7.0,20.0,0.4,50.0,24.0,0.5,2.0,12.0,14.0,0.9,9.0,20.0,USA,12.0,8.0,8.0,18.0,32.0,27.0,46.0,-19.0,Spring,Weekend
2024-03-10 02:00:00,False,True,0,1,USL Championship,Full Time,Away,36.0,18.0,1.0,10.0,5.0,0.5,1.0,1.0,0.7,1.0,18.0,0.1,77.0,36.0,0.5,1.0,16.0,21.0,0.8,10.0,24.0,USA,10.0,12.0,8.0,14.0,44.0,39.0,52.0,-13.0,Spring,Weekend
2024-03-10 02:30:00,False,True,0,1,USL Championship,Full Time,Home,54.1,17.0,2.0,18.0,8.0,0.4,0.0,0.0,0.9,4.0,19.0,0.2,52.0,26.0,0.5,3.0,15.0,19.0,0.8,6.0,15.0,USA,8.0,11.0,9.0,14.0,42.0,33.0,39.0,-6.0,Spring,Weekend
2024-03-10 02:30:00,False,True,0,1,USL Championship,Full Time,Away,45.9,12.0,1.0,11.0,3.0,0.3,0.0,0.0,0.8,4.0,9.0,0.4,63.0,21.0,0.3,4.0,10.0,12.0,0.8,4.0,20.0,USA,9.0,13.0,6.0,15.0,45.0,44.0,51.0,-7.0,Spring,Weekend
2024-03-10 03:00:00,True,False,2,1,USL Championship,Full Time,Home,40.4,16.0,2.0,11.0,4.0,0.4,0.0,0.0,0.7,3.0,13.0,0.2,66.0,27.0,0.4,2.0,8.0,16.0,0.5,10.0,49.0,USA,7.0,13.0,5.0,16.0,44.0,37.0,57.0,-20.0,Spring,Weekend
2024-03-10 03:00:00,True,False,2,1,USL Championship,Full Time,Away,59.6,14.0,2.0,19.0,5.0,0.3,0.0,0.0,0.7,5.0,41.0,0.1,71.0,29.0,0.4,8.0,11.0,17.0,0.6,8.0,8.0,USA,4.0,14.0,9.0,11.0,51.0,49.0,50.0,-1.0,Spring,Weekend
2024-03-10 03:00:00,False,False,2,2,USL Championship,Full Time,Home,53.7,13.0,2.0,12.0,5.0,0.4,0.0,0.0,0.8,3.0,15.0,0.2,70.0,29.0,0.4,3.0,14.0,17.0,0.8,16.0,12.0,USA,5.0,13.0,10.0,11.0,49.0,46.0,34.0,12.0,Spring,Weekend
2024-03-10 03:00:00,False,False,2,2,USL Championship,Full Time,Away,46.3,9.0,0.0,7.0,3.0,0.4,0.0,0.0,0.8,3.0,12.0,0.3,54.0,25.0,0.5,2.0,11.0,15.0,0.7,8.0,22.0,USA,6.0,13.0,7.0,14.0,46.0,38.0,45.0,-7.0,Spring,Weekend
2024-03-14 01:00:00,False,False,1,1,USL Championship,Full Time,Home,44.7,13.0,1.0,7.0,5.0,0.7,0.0,0.0,0.8,0.0,6.0,0.0,49.0,20.0,0.4,1.0,6.0,7.0,0.9,10.0,16.0,USA,12.0,8.0,8.0,18.0,32.0,27.0,46.0,-19.0,Spring,Weekday
2024-03-14 01:00:00,False,False,1,1,USL Championship,Full Time,Away,55.3,9.0,2.0,19.0,4.0,0.2,0.0,0.0,0.8,10.0,28.0,0.4,74.0,45.0,0.6,6.0,11.0,22.0,0.5,9.0,11.0,USA,11.0,8.0,10.0,16.0,34.0,29.0,44.0,-15.0,Spring,Weekday
2024-03-16 19:00:00,False,True,0,1,USL Championship,Full Time,Home,55.4,15.0,3.0,13.0,6.0,0.5,0.0,0.0,0.7,2.0,8.0,0.3,64.0,16.0,0.3,1.0,5.0,14.0,0.4,8.0,17.0,USA,12.0,8.0,8.0,18.0,32.0,27.0,46.0,-19.0,Spring,Weekend
2024-03-16 19:00:00,False,True,0,1,USL Championship,Full Time,Away,44.6,11.0,2.0,11.0,4.0,0.4,0.0,0.0,0.7,4.0,15.0,0.3,73.0,25.0,0.3,3.0,5.0,12.0,0.4,17.0,21.0,USA,1.0,24.0,4.0,6.0,76.0,86.0,43.0,43.0,Spring,Weekend
2024-03-16 20:00:00,True,False,3,1,USL Championship,Full Time,Home,52.3,11.0,4.0,9.0,4.0,0.4,0.0,0.0,0.8,3.0,12.0,0.3,52.0,25.0,0.5,1.0,5.0,8.0,0.6,13.0,23.0,USA,11.0,11.0,9.0,14.0,42.0,44.0,39.0,5.0,Spring,Weekend
2024-03-16 20:00:00,True,False,3,1,USL Championship,Full Time,Away,47.7,14.0,2.0,11.0,2.0,0.2,0.0,0.0,0.8,4.0,22.0,0.2,53.0,22.0,0.4,3.0,12.0,20.0,0.6,10.0,12.0,USA,8.0,13.0,9.0,12.0,48.0,54.0,43.0,11.0,Spring,Weekend
2024-03-16 20:00:00,False,False,1,1,USL Championship,Full Time,Home,50.8,17.0,2.0,21.0,9.0,0.4,0.0,0.0,0.7,5.0,16.0,0.3,61.0,24.0,0.4,5.0,25.0,38.0,0.7,9.0,17.0,USA,5.0,12.0,15.0,7.0,51.0,56.0,41.0,15.0,Spring,Weekend
2024-03-16 20:00:00,False,False,1,1,USL Championship,Full Time,Away,49.2,14.0,3.0,9.0,6.0,0.7,0.0,0.0,0.7,1.0,9.0,0.1,66.0,26.0,0.4,1.0,14.0,20.0,0.7,17.0,10.0,USA,1.0,18.0,5.0,11.0,59.0,46.0,44.0,2.0,Spring,Weekend
2024-03-16 20:00:00,False,True,1,2,USL Championship,Full Time,Home,58.6,13.0,1.0,20.0,5.0,0.3,0.0,0.0,0.7,7.0,18.0,0.4,99.0,47.0,0.5,4.0,6.0,19.0,0.3,10.0,25.0,USA,3.0,14.0,9.0,11.0,51.0,52.0,41.0,11.0,Spring,Weekend
2024-03-16 20:00:00,False,True,1,2,USL Championship,Full Time,Away,41.4,16.0,4.0,12.0,4.0,0.3,1.0,1.0,0.6,2.0,18.0,0.1,79.0,24.0,0.3,4.0,12.0,19.0,0.6,10.0,26.0,USA,4.0,14.0,9.0,11.0,51.0,49.0,50.0,-1.0,Spring,Weekend
2024-03-16 23:00:00,False,True,0,1,USL Championship,Full Time,Home,44.0,13.0,2.0,10.0,3.0,0.3,0.0,0.0,0.8,2.0,6.0,0.3,45.0,10.0,0.2,2.0,6.0,11.0,0.5,2.0,15.0,USA,12.0,3.0,2.0,29.0,11.0,26.0,89.0,-63.0,Spring,Weekend
2024-03-16 23:00:00,False,True,0,1,USL Championship,Full Time,Away,56.0,13.0,4.0,15.0,7.0,0.5,0.0,0.0,0.9,6.0,22.0,0.3,72.0,49.0,0.7,5.0,11.0,13.0,0.8,8.0,4.0,USA,5.0,13.0,10.0,11.0,49.0,46.0,34.0,12.0,Spring,Weekend
2024-03-16 23:00:00,False,True,0,2,USL Championship,Full Time,Home,68.1,18.0,1.0,14.0,2.0,0.1,0.0,0.0,0.8,11.0,36.0,0.3,78.0,41.0,0.5,4.0,15.0,17.0,0.9,9.0,10.0,USA,7.0,12.0,12.0,10.0,48.0,41.0,28.0,13.0,Spring,Weekend
2024-03-16 23:00:00,False,True,0,2,USL Championship,Full Time,Away,31.9,13.0,1.0,2.0,2.0,1.0,0.0,0.0,0.7,1.0,7.0,0.1,76.0,31.0,0.4,0.0,12.0,16.0,0.8,11.0,31.0,USA,6.0,13.0,7.0,14.0,46.0,38.0,45.0,-7.0,Spring,Weekend
2024-03-16 23:30:00,False,False,2,2,USL Championship,Full Time,Home,39.7,15.0,3.0,14.0,7.0,0.5,0.0,0.0,0.6,4.0,21.0,0.2,59.0,21.0,0.4,4.0,10.0,14.0,0.7,10.0,13.0,USA,6.0,14.0,8.0,12.0,50.0,55.0,46.0,9.0,Spring,Weekend
2024-03-16 23:30:00,False,False,2,2,USL Championship,Full Time,Away,60.3,16.0,3.0,7.0,4.0,0.6,0.0,0.0,0.7,2.0,17.0,0.1,56.0,23.0,0.4,2.0,10.0,13.0,0.8,5.0,17.0,USA,9.0,10.0,9.0,15.0,39.0,36.0,49.0,-13.0,Spring,Weekend
2024-03-17 00:00:00,False,True,1,3,USL Championship,Full Time,Home,71.2,18.0,2.0,21.0,4.0,0.2,0.0,0.0,0.8,5.0,26.0,0.2,59.0,36.0,0.6,10.0,5.0,10.0,0.5,7.0,19.0,USA,4.0,13.0,11.0,10.0,50.0,49.0,46.0,3.0,Spring,Weekend
2024-03-17 00:00:00,False,True,1,3,USL Championship,Full Time,Away,28.8,22.0,1.0,12.0,5.0,0.4,0.0,0.0,0.6,6.0,17.0,0.4,58.0,13.0,0.2,1.0,16.0,20.0,0.8,11.0,20.0,USA,10.0,9.0,11.0,14.0,38.0,33.0,48.0,-15.0,Spring,Weekend
2024-03-17 00:00:00,False,True,1,2,USL Championship,Full Time,Home,43.7,13.0,2.0,11.0,2.0,0.2,0.0,0.0,0.8,5.0,17.0,0.3,46.0,24.0,0.5,3.0,7.0,12.0,0.6,13.0,20.0,USA,2.0,15.0,7.0,12.0,52.0,48.0,40.0,8.0,Spring,Weekend
2024-03-17 00:00:00,False,True,1,2,USL Championship,Full Time,Away,56.3,17.0,1.0,14.0,6.0,0.4,0.0,0.0,0.8,3.0,21.0,0.1,53.0,27.0,0.5,2.0,17.0,21.0,0.8,5.0,15.0,USA,3.0,15.0,11.0,8.0,56.0,46.0,32.0,14.0,Spring,Weekend
2024-03-17 02:00:00,True,False,1,0,USL Championship,Full Time,Home,51.7,11.0,3.0,11.0,5.0,0.5,0.0,0.0,0.8,5.0,20.0,0.3,90.0,40.0,0.4,1.0,10.0,17.0,0.6,9.0,19.0,USA,11.0,8.0,10.0,16.0,34.0,29.0,44.0,-15.0,Spring,Weekend
2024-03-17 02:00:00,True,False,1,0,USL Championship,Full Time,Away,48.3,13.0,3.0,9.0,3.0,0.3,0.0,0.0,0.8,1.0,15.0,0.1,63.0,21.0,0.3,1.0,10.0,13.0,0.8,12.0,25.0,USA,8.0,11.0,9.0,14.0,42.0,33.0,39.0,-6.0,Spring,Weekend
2024-03-17 02:00:00,False,False,1,1,USL Championship,Full Time,Home,33.2,17.0,1.0,6.0,2.0,0.3,0.0,0.0,0.6,2.0,5.0,0.4,65.0,17.0,0.3,0.0,16.0,20.0,0.8,14.0,38.0,USA,7.0,13.0,5.0,16.0,44.0,37.0,57.0,-20.0,Spring,Weekend
2024-03-17 02:00:00,False,False,1,1,USL Championship,Full Time,Away,66.8,15.0,2.0,20.0,7.0,0.4,0.0,0.0,0.8,9.0,27.0,0.3,69.0,33.0,0.5,5.0,12.0,15.0,0.8,5.0,12.0,USA,2.0,18.0,10.0,6.0,64.0,68.0,35.0,33.0,Spring,Weekend
2024-03-23 18:00:00,True,False,1,0,USL Championship,Full Time,Home,48.4,14.0,3.0,27.0,11.0,0.4,0.0,0.0,0.8,8.0,21.0,0.4,67.0,27.0,0.4,5.0,12.0,23.0,0.5,13.0,14.0,USA,10.0,12.0,8.0,14.0,44.0,39.0,52.0,-13.0,Spring,Weekend
2024-03-23 18:00:00,True,False,1,0,USL Championship,Full Time,Away,51.6,4.0,1.0,18.0,3.0,0.2,0.0,0.0,0.8,1.0,14.0,0.1,57.0,18.0,0.3,7.0,13.0,19.0,0.7,7.0,19.0,USA,9.0,13.0,6.0,15.0,45.0,44.0,51.0,-7.0,Spring,Weekend
2024-03-23 20:00:00,True,False,3,1,USL Championship,Full Time,Home,49.3,11.0,0.0,17.0,8.0,0.5,1.0,1.0,0.7,3.0,13.0,0.2,90.0,31.0,0.3,4.0,8.0,14.0,0.6,8.0,11.0,USA,1.0,24.0,4.0,6.0,76.0,86.0,43.0,43.0,Spring,Weekend
2024-03-23 20:00:00,True,False,3,1,USL Championship,Full Time,Away,50.7,8.0,4.0,5.0,5.0,1.0,0.0,0.0,0.7,2.0,11.0,0.2,105.0,32.0,0.3,0.0,15.0,22.0,0.7,7.0,16.0,USA,7.0,12.0,12.0,10.0,48.0,41.0,28.0,13.0,Spring,Weekend
2024-03-23 20:00:00,True,False,2,1,USL Championship,Full Time,Home,56.7,14.0,1.0,11.0,6.0,0.5,0.0,0.0,0.8,2.0,16.0,0.1,76.0,35.0,0.5,2.0,15.0,17.0,0.9,13.0,8.0,USA,3.0,15.0,11.0,8.0,56.0,46.0,32.0,14.0,Spring,Weekend
2024-03-23 20:00:00,True,False,2,1,USL Championship,Full Time,Away,43.3,12.0,1.0,9.0,4.0,0.4,0.0,0.0,0.7,4.0,15.0,0.3,66.0,27.0,0.4,1.0,19.0,25.0,0.8,9.0,26.0,USA,11.0,11.0,9.0,14.0,42.0,44.0,39.0,5.0,Spring,Weekend
2024-03-23 23:00:00,False,False,1,1,USL Championship,Full Time,Home,46.2,12.0,0.0,16.0,3.0,0.2,0.0,0.0,0.8,5.0,13.0,0.4,61.0,21.0,0.3,7.0,11.0,15.0,0.7,3.0,12.0,USA,8.0,13.0,9.0,12.0,48.0,54.0,43.0,11.0,Spring,Weekend
2024-03-23 23:00:00,False,False,1,1,USL Championship,Full Time,Away,53.8,17.0,4.0,3.0,1.0,0.3,0.0,0.0,0.8,1.0,15.0,0.1,64.0,25.0,0.4,1.0,10.0,13.0,0.8,9.0,18.0,USA,6.0,14.0,8.0,12.0,50.0,55.0,46.0,9.0,Spring,Weekend
2024-03-23 23:00:00,False,False,1,1,USL Championship,Full Time,Home,42.6,18.0,2.0,7.0,1.0,0.1,0.0,0.0,0.7,2.0,10.0,0.2,67.0,28.0,0.4,3.0,7.0,13.0,0.5,3.0,22.0,USA,4.0,14.0,9.0,11.0,51.0,49.0,50.0,-1.0,Spring,Weekend
2024-03-23 23:00:00,False,False,1,1,USL Championship,Full Time,Away,57.4,10.0,2.0,14.0,3.0,0.2,0.0,0.0,0.8,4.0,18.0,0.2,63.0,31.0,0.5,3.0,10.0,11.0,0.9,16.0,9.0,USA,5.0,13.0,10.0,11.0,49.0,46.0,34.0,12.0,Spring,Weekend
2024-03-23 23:30:00,True,False,4,0,USL Championship,Full Time,Home,53.7,22.0,0.0,18.0,10.0,0.6,0.0,0.0,0.8,6.0,24.0,0.3,50.0,26.0,0.5,1.0,10.0,14.0,0.7,10.0,11.0,USA,2.0,18.0,10.0,6.0,64.0,68.0,35.0,33.0,Spring,Weekend
2024-03-23 23:30:00,True,False,4,0,USL Championship,Full Time,Away,46.3,19.0,2.0,7.0,2.0,0.3,0.0,0.0,0.8,6.0,13.0,0.5,52.0,23.0,0.4,3.0,10.0,15.0,0.7,12.0,21.0,USA,1.0,18.0,5.0,11.0,59.0,46.0,44.0,2.0,Spring,Weekend
2024-03-24 00:00:00,True,False,1,0,USL Championship,Full Time,Home,46.9,10.0,3.0,9.0,3.0,0.3,0.0,0.0,0.7,5.0,17.0,0.3,69.0,27.0,0.4,2.0,10.0,14.0,0.7,21.0,8.0,USA,4.0,13.0,11.0,10.0,50.0,49.0,46.0,3.0,Spring,Weekend
2024-03-24 00:00:00,True,False,1,0,USL Championship,Full Time,Away,53.1,16.0,0.0,10.0,2.0,0.2,0.0,0.0,0.7,1.0,13.0,0.1,77.0,24.0,0.3,3.0,19.0,34.0,0.6,11.0,13.0,USA,12.0,8.0,8.0,18.0,32.0,27.0,46.0,-19.0,Spring,Weekend
2024-03-24 00:30:00,True,False,2,0,USL Championship,Full Time,Home,58.4,14.0,3.0,18.0,5.0,0.3,0.0,1.0,0.8,4.0,24.0,0.2,41.0,21.0,0.5,7.0,10.0,16.0,0.6,10.0,23.0,USA,9.0,10.0,9.0,15.0,39.0,36.0,49.0,-13.0,Spring,Weekend
2024-03-24 00:30:00,True,False,2,0,USL Championship,Full Time,Away,41.6,11.0,2.0,11.0,2.0,0.2,0.0,0.0,0.6,2.0,16.0,0.1,71.0,21.0,0.3,5.0,14.0,21.0,0.7,6.0,38.0,USA,2.0,15.0,7.0,12.0,52.0,48.0,40.0,8.0,Spring,Weekend
2024-03-24 02:00:00,True,False,1,0,USL Championship,Full Time,Home,52.9,17.0,2.0,11.0,6.0,0.5,0.0,0.0,0.8,5.0,19.0,0.3,60.0,30.0,0.5,2.0,9.0,12.0,0.8,2.0,14.0,USA,8.0,11.0,9.0,14.0,42.0,33.0,39.0,-6.0,Spring,Weekend
2024-03-24 02:00:00,True,False,1,0,USL Championship,Full Time,Away,47.1,15.0,3.0,7.0,0.0,0.0,0.0,0.0,0.8,3.0,14.0,0.2,37.0,10.0,0.3,3.0,9.0,15.0,0.6,8.0,13.0,USA,7.0,13.0,5.0,16.0,44.0,37.0,57.0,-20.0,Spring,Weekend
2024-03-24 02:00:00,False,False,2,2,USL Championship,Full Time,Home,56.5,11.0,0.0,16.0,5.0,0.3,0.0,0.0,0.9,6.0,19.0,0.3,56.0,31.0,0.6,1.0,10.0,24.0,0.4,7.0,13.0,USA,6.0,13.0,7.0,14.0,46.0,38.0,45.0,-7.0,Spring,Weekend
2024-03-24 02:00:00,False,False,2,2,USL Championship,Full Time,Away,43.5,12.0,3.0,5.0,4.0,0.8,0.0,0.0,0.8,1.0,10.0,0.1,52.0,19.0,0.4,0.0,6.0,15.0,0.4,7.0,17.0,USA,12.0,3.0,2.0,29.0,11.0,26.0,89.0,-63.0,Spring,Weekend
2024-03-24 22:00:00,False,False,2,2,USL Championship,Full Time,Home,45.5,13.0,7.0,12.0,4.0,0.3,0.0,0.0,0.7,4.0,19.0,0.2,80.0,31.0,0.4,4.0,12.0,22.0,0.5,14.0,17.0,USA,11.0,8.0,10.0,16.0,34.0,29.0,44.0,-15.0,Spring,Weekend
2024-03-24 22:00:00,False,False,2,2,USL Championship,Full Time,Away,54.5,13.0,1.0,9.0,3.0,0.3,0.0,0.0,0.7,1.0,16.0,0.1,72.0,32.0,0.4,2.0,18.0,26.0,0.7,13.0,19.0,USA,5.0,12.0,15.0,7.0,51.0,56.0,41.0,15.0,Spring,Weekend
2024-03-29 23:00:00,True,False,2,1,USL Championship,Full Time,Home,47.4,17.0,4.0,15.0,4.0,0.3,1.0,1.0,0.8,3.0,17.0,0.2,62.0,26.0,0.4,4.0,17.0,18.0,0.9,6.0,28.0,USA,8.0,13.0,9.0,12.0,48.0,54.0,43.0,11.0,Spring,Weekend
2024-03-29 23:00:00,True,False,2,1,USL Championship,Full Time,Away,52.6,16.0,5.0,14.0,4.0,0.3,0.0,0.0,0.8,6.0,20.0,0.3,52.0,25.0,0.5,3.0,12.0,16.0,0.8,8.0,18.0,USA,10.0,12.0,8.0,14.0,44.0,39.0,52.0,-13.0,Spring,Weekend
2024-03-30 20:00:00,True,False,5,0,USL Championship,Full Time,Home,49.8,16.0,0.0,18.0,6.0,0.3,0.0,0.0,0.9,6.0,19.0,0.3,48.0,21.0,0.4,6.0,6.0,8.0,0.8,6.0,16.0,USA,1.0,24.0,4.0,6.0,76.0,86.0,43.0,43.0,Spring,Weekend
